Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
"GET /static/admin/css/base.css HTTP/1.1" 304 0
(0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-03-22T21:00:30.191426+00:00'::timestamptz AND "django_session"."session_key" = 'jjstaj226qdqtqg2o2bqw1zqr47ycuo8') LIMIT 21; args=(datetime.datetime(2025, 3, 22, 21, 0, 30, 191426, tzinfo=datetime.timezone.utc), 'jjstaj226qdqtqg2o2bqw1zqr47ycuo8'); alias=default
"GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
"GET /static/admin/js/theme.js HTTP/1.1" 304 0
"GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
"GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
(0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
"GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
"GET /static/admin/js/core.js HTTP/1.1" 304 0
"GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
"GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
"GET /static/admin/js/actions.js HTTP/1.1" 304 0
"GET /static/admin/js/urlify.js HTTP/1.1" 304 0
"GET /static/admin/img/search.svg HTTP/1.1" 304 0
"GET /admin/jsi18n/ HTTP/1.1" 200 3342
"GET /static/admin/js/filters.js HTTP/1.1" 304 0
"GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
"GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
"GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
File /usr/local/lib/python3.10/site-packages/django/conf/locale/en/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/context_processors.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/storage.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/serializers.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/context_processors.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/context_processors.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/session.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/fallback.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/conf/locale/en/formats.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/cookie.py first seen with mtime 1742674086.0
Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
File /usr/local/lib/python3.10/site-packages/asgiref/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/utils/text.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_bisect.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/compatibility/django_4_0.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/apps/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/os.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/array.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/linecache.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/window.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/mime/base.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/threads.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/datetime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/files/uploadhandler.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/actions.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/json/scanner.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/uuid.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/base64.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_queue.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260528.0
File /usr/local/lib/python3.10/urllib/request.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/base_user.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/html/parser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/dataclasses.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/locale.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/validators.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/quoprimime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/concurrent/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/termios.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260533.0
File /usr/local/lib/python3.10/site-packages/django/db/models/expressions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/log.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/runners.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/http/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/checks.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/lib-dynload/_zoneinfo.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/creation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/headerregistry.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/safestring.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/charset.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/policy.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/_header_value_parser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/text.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/http.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/error.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/format_helpers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/security/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/options.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/queue.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_psycopg.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/asyncio/selector_events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/tokens.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/utils/translation/reloader.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/client.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/ctypes/_endian.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/crypto.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/random.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/forms.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/colorama/ansitowin32.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/ctypes/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/urllib/parse.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/copy.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/traceback.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/introspection.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/enums.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/decimal.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/streams.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/tokens.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/pickle.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/middleware.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/autoreload.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/heapq.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/fields.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/debug.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/filesystem.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/importlib/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/dates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/genericpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/graphlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/backends.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/inspect.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/base_events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/paginator.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/lexer.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/db/models/constraints.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/forms/fields.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/unicodedata.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260529.0
